nofinesset;nofinessej;rs;rslongue;numvoie;typvoie;voie;compvoie;lieuditbp;commune;departement;libdepartement;ligneachimenement;libcategetab;libcategagretab;codeape;codemft;libmft;codesph;libsph;ville
590037511;590782207;HJ PSY ADULTES CH ST AMAND LES EAUX;;21.0;R;DU BRUILLE;;;526.0;59;NORD;59230 ST AMAND LES EAUX;Centre Hospitalier (C.H.);Centres Hospitaliers;;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;ST AMAND LES EAUX
590037701;590783239;HJ PSY ENFANTS  CH DOUAI;HÔPITAL DE JOUR DE PÉDOPSYCHIATRIE CH DOUAI;201.0;R;D'ARRAS;;;178.0;59;NORD;59500 DOUAI;Centre Hospitalier (C.H.);Centres Hospitaliers;;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;DOUAI
590039566;590782421;CENTRE DE PLANIFICATION FAMILIALE;CENTRE DE PLANIFICATION FAMILIALE;20.0;AV;JULIEN LAGACHE;;;512.0;59;NORD;59100 ROUBAIX;Centre Hospitalier (C.H.);Centres Hospitaliers;;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;ROUBAIX
590039582;590781415;CENTRE DE PLANIFICATION FAMILIALE;CENTRE DE PLANIFICATION FAMILIALE;38.0;R;DU PONT NEUF;;;183.0;59;NORD;59140 DUNKERQUE;Centre Hospitalier (C.H.);Centres Hospitaliers;;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;DUNKERQUE
590040150;590783239;UTAFA - CH DOUAI;;91.0;R;MAURICE WAGON;B;BP 740;178.0;59;NORD;59500 DOUAI;Centre Hospitalier (C.H.);Centres Hospitaliers;;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;DOUAI
590044673;590781605;HJ PSY ADULTES LE CATEAU CH CAMBRAI;;;;;;;136.0;59;NORD;59360 LE CATEAU CAMBRESIS;Centre Hospitalier (C.H.);Centres Hospitaliers;;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;LE CATEAU CAMBRESIS
590046314;590782421;C.E.T.R.A.D.I.M.N.;CTRE D'EDUCATION PR LE TRAITEMENTDIABETE ET MALADIES NUTRITI;31.0;R;DE BARBIEUX;;;512.0;59;NORD;59100 ROUBAIX;Centre Hospitalier (C.H.);Centres Hospitaliers;;22.0;Autorité mixte ARS PCD  ESLD tripartite DG global;1.0;Etablissement public de santé;ROUBAIX
590046538;590781415;CH DUNKERQUE ACTIVITES SITE PGS;CH DUNKERQUE ACTIVITES SITE PGS;;AV;DE LA POLYCLINIQUE;;;271.0;59;NORD;59792 GRANDE SYNTHE CEDEX;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;GRANDE SYNTHE
590046728;590782215;CENTRE DE JOUR BRUAY SUR ESCAUT 59G31;;;AV;JEAN JAURES;;;112.0;59;NORD;59860 BRUAY SUR L ESCAUT;Centre Hospitalier (C.H.);Centres Hospitaliers;;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;BRUAY SUR L ESCAUT
590046736;590782215;CENTRE PEDOPSYCHIATRIQUE DE JOUR 59I09;CENTRE PEDOPSYCHIATRIQUE DE JOUR 59I09 SAINT-AMANDE-LES-EAUX;;R;DE RIVOLI;;;526.0;59;NORD;59230 ST AMAND LES EAUX;Centre Hospitalier (C.H.);Centres Hospitaliers;;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;ST AMAND LES EAUX
590047718;590780052;HOPITAL DE JOUR ALCOOLOGIE;HOPITAL DE JOUR ALCOOLOGIE;16.0;R;EDMOND SIMON;;;574.0;59;NORD;59490 SOMAIN;Centre Hospitalier (C.H.);Centres Hospitaliers;;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;SOMAIN
590053880;590782421;ANTENNE URGENCE AU CH DE WATTRELOS;ANTENNE AVANCEE DES URGENCES AU CH DE WATTRELOS;30.0;R;DU DR ALEXANDER FLEMING;;;650.0;59;NORD;59393 WATTRELOS CEDEX;Centre Hospitalier (C.H.);Centres Hospitaliers;;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;WATTRELOS
590055554;590055547;GCS G4 DES CHU AMIENS CAEN LILLE ROUEN;GCS G4 DES CHU AMIENS CAEN LILLE ROUEN;2.0;AV;OSCAR LAMBRET;;;350.0;59;NORD;59037 LILLE CEDEX;Centre Hospitalier (C.H.);Centres Hospitaliers;;99.0;Indéterminé;1.0;Etablissement public de santé;LILLE
590064119;590782215;CTRE DE JOUR FROISSART - SECTEUR 59G32;CTRE DE JOUR FROISSART - SECTEUR 59G32;72.0;BD;FROISSART;;;606.0;59;NORD;59300 VALENCIENNES;Centre Hospitalier (C.H.);Centres Hospitaliers;;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;VALENCIENNES
590064416;590782215;INSTITUT DE SSR JEAN STABLINSKI;INSTITUT DE SSR JEAN STABLINSKI;;AV;DÉSANDROUIN;;CS 50479;606.0;59;NORD;59322 VALENCIENNES CEDEX;Centre Hospitalier (C.H.);Centres Hospitaliers;;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;VALENCIENNES
590065785;590781803;CH MAUBEUGE PSY;CH MAUBEUGE - PSY;13.0;BD;PASTEUR;;;392.0;59;NORD;59600 MAUBEUGE;Centre Hospitalier (C.H.);Centres Hospitaliers;;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;MAUBEUGE
590787529;590782215;CENTRE DE PSYCHIATRIE DE ST SAULVE;CENTRE DE PSYCHIATRIE DE ST-SAULVE - CH DE VALENCIENNES;;R;VICTOR HORNEZ;;;544.0;59;NORD;59880 ST SAULVE;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;ST SAULVE
590788865;590782421;SSR JARDINS DU VELODROME;MAISON DE CURE DU VERT PRE SERVICE MOYEN SEJOUR ROUBAIX;;R;P DE COUBERTIN;;BP 359;512.0;59;NORD;59056 ROUBAIX CEDEX 1;Centre Hospitalier (C.H.);Centres Hospitaliers;;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;ROUBAIX 
590791323;590782637;CTRE CONVALESCENCE SSR CH ARMENTIÈRES;CENTRE DE CONVALESCENCE & SSR POUR PERS AGEES CH ARMENTIERES;18.0;R;DU MARECHAL FOCH;;;17.0;59;NORD;59280 ARMENTIERES;Centre Hospitalier (C.H.);Centres Hospitaliers;;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;ARMENTIERES
590791588;590782421;CENTRE D'EXAMENS DE SANTE;CENTRE D'EXAMENS DE SANTE;85.0;R;DE MAUFAIT;;BP 359;512.0;59;NORD;59056 ROUBAIX CEDEX 1;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;ROUBAIX 
590791729;590781902;RESIDENCE MALATRAY CH TOURCOING;"CENTRE DE CURE MEDICALE ""LES FOUGERES"" BONDUES";135.0;R;DU PRESIDENT COTY;;;599.0;59;NORD;59200 TOURCOING;Centre Hospitalier (C.H.);Centres Hospitaliers;8710A;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;TOURCOING
590801106;590782421;HOPITAL VICTOR PROVO;CENTRE HOSPITALIER VICTOR PROVO ROUBAIX;11.0;BD;LACORDAIRE;;BP 359;512.0;59;NORD;59056 ROUBAIX CEDEX 1;Centre Hospitalier (C.H.);Centres Hospitaliers;;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;ROUBAIX 
590804696;590781902;CENTRE HOSPITALIER DE TOURCOING;CENTRE HOSPITALIER DE TOURCOING;155.0;R;DU PRESIDENT COTY;;;599.0;59;NORD;59208 TOURCOING CEDEX;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;TOURCOING
590805339;590782165;HJ JANET ET CMP ADULT DENAIN CH DENAIN;HJ JANET G 34 ET CMPADULTES G34 DE L'HOPITAL DE DENAIN;89.0;R;REMY DUQUESNOY;;;172.0;59;NORD;59220 DENAIN;Centre Hospitalier (C.H.);Centres Hospitaliers;;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;DENAIN
590806550;590782165;HJ PINEL & CMP ADULT KENNEDY CH DENAIN;HJ PINEL ET CMP PSYCHIATRIE GENERALE 59G33;12.0;BD;KENNEDY;;;172.0;59;NORD;59220 DENAIN;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;DENAIN
590806709;590781605;HJ PSY ENFANT PETITS CYGNES CH CAMBRAI;HOPITAL DE JOUR PEDO-PSYCHIATRIE DE L'HOPITAL DE CAMBRAI;36.0;R;DU CATEAU;;;139.0;59;NORD;59540 CAUDRY;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;CAUDRY
590808408;590783239;HJ PSY ADULTE CAMILLE CLAUDEL CH DOUAI;HOPITAL DE JOUR PSYCHIATRIE ADULTE CAMILLE CLAUDEL HOP.DOUAI;55.0;R;DU PONT DES PIERRES;;;178.0;59;NORD;59500 DOUAI;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;DOUAI
590808416;590782215;HJ PSY ENFANTS DENAIN CH VALENCIENNES;HOPITAL DE JOUR DE PEDO-PSYCHIATRIE DU C.H.DE VALENCIENNES;194.0;AV;DE DENAIN;;;606.0;59;NORD;59300 VALENCIENNES;Centre Hospitalier (C.H.);Centres Hospitaliers;;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;VALENCIENNES
590808424;590782215;HJ PSY ADUL 59G30 CH VALENCIENNES;HOPITAL DE JOUR PSYCHIATRIE ADUL 59G30 CH VALENCIENNES;11.0;R;NOTRE-DAME;;;153.0;59;NORD;59163 CONDE SUR L ESCAUT;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;CONDE SUR L ESCAUT
590808762;590780052;HJ PSY ADULTES ADELE HUGO CH SOMAIN;"HOPITAL DE JOUR DE PSYCHIATRIE ADULTES "" ADELE HUGO """;28.0;R;WILSON;;;574.0;59;NORD;59490 SOMAIN;Centre Hospitalier (C.H.);Centres Hospitaliers;;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;SOMAIN
590812186;590782421;HOP LA FRATERNITE CH ROUBAIX;HOPITAL LA FRATERNITE A ROUBAIX;20.0;AV;LAGACHE;;BP 359;512.0;59;NORD;59056 ROUBAIX CEDEX 1;Centre Hospitalier (C.H.);Centres Hospitaliers;;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;ROUBAIX 
590817763;590781902;USLD MALATRAY CH TOURCOING;SERVICE DE LONG SEJOUR A MALATRAY;135.0;R;DU PRESIDENT COTY;;;599.0;59;NORD;59208 TOURCOING CEDEX;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;22.0;Autorité mixte ARS PCD  ESLD tripartite DG global;;;TOURCOING
600000020;600100085;HL CRÉPY-EN-VALOIS;;16.0;R;SAINT LAZARE;;;176.0;60;OISE;60803 CREPY EN VALOIS CEDEX;Centre hospitalier, ex Hôpital local;Hôpitaux Locaux;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;CREPY EN VALOIS
600000046;600100127;CH PONT-SAINTE-MAXENCE;;;R;AMBROISE CROIZAT;;BP 30 149;509.0;60;OISE;60721 PONT STE MAXENCE CEDEX;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;PONT STE MAXENCE
600000053;600101984;CH GHPSO SENLIS;;14.0;AV;PAUL ROUGÉ;;BP 121;612.0;60;OISE;60309 SENLIS CEDEX;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;SENLIS
600000152;600100572;CH CHAUMONT-EN-VEXIN;;34.0;R;PIERRE BUDIN;B;BP 53;143.0;60;OISE;60240 CHAUMONT EN VEXIN;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;CHAUMONT EN VEXIN
600000186;600100648;CH CLERMONT;;;R;FRÉDÉRIC RABOISSON;;;157.0;60;OISE;60600 CLERMONT;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;CLERMONT
600000194;600100713;CH BEAUVAIS;;40.0;AV;LÉON BLUM;;BP 40 319;57.0;60;OISE;60021 BEAUVAIS CEDEX;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;BEAUVAIS
600000285;600100721;CH CHICN NOYON;;;AV;D'ALSACE LORRAINE;;BP 159;471.0;60;OISE;60406 NOYON CEDEX;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;NOYON
600000467;600101984;CH GHPSO CREIL;;;BD;LAENNEC;;BP 72;175.0;60;OISE;60109 CREIL CEDEX 1;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;CREIL 
600010094;600100580;SSR HL CRÈVECOEUR-LE-GRAND;;;PL;DE L'HÔTEL DE VILLE;;BP 44;178.0;60;OISE;60360 CREVECOEUR LE GRAND;Centre hospitalier, ex Hôpital local;Hôpitaux Locaux;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;CREVECOEUR LE GRAND
600010102;600100721;HAD CHICN COMPIÈGNE;;8.0;AV;HENRI ADNOT;;BP 29;159.0;60;OISE;60321 COMPIEGNE CEDEX;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;COMPIEGNE
600015853;600100713;CTRE HOSPITALIER DE CLERMONT DE L'OISE;CTRE HOSPITALIER DE CLERMONT DE L'OISE;;R;FRÉDÉRIC RABOISSON;;;157.0;60;OISE;60607 CLERMONT CEDEX;Centre Hospitalier (C.H.);Centres Hospitaliers;;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;CLERMONT
600113476;600100721;CH CHICN COMPIÈGNE;;8.0;AV;HENRI ADNOT;;BP 50 029;159.0;60;OISE;60321 COMPIEGNE CEDEX;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;COMPIEGNE
610000044;610780074;CENTRE HOSPITALIER DE L'AIGLE;;10.0;R;DU DOCTEUR FRINAULT;;BP 189;214.0;61;ORNE;61305 L AIGLE CEDEX;Centre Hospitalier (C.H.);Centres Hospitaliers;;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;L AIGLE
610000051;610780082;CHICAM - SITE ALENCON;CENTRE HOSPITALIER INTERCOMMUNAL ALENCON-MAMERS;25.0;R;DE FRESNAY;;BP 354;1.0;61;ORNE;61014 ALENCON CEDEX;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;ALENCON
610000069;610780090;CENTRE HOSPITALIER D'ARGENTAN;CENTRE HOSPITALIER FERNAND LEGER - ARGENTAN;47.0;R;ARISTIDE BRIAND;;BP 209;6.0;61;ORNE;61202 ARGENTAN CEDEX;Centre Hospitalier (C.H.);Centres Hospitaliers;;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;ARGENTAN
610000077;610780124;CH MARGUERITE DE LORRAINE-MORTAGNE;"CENTRE HOSPITALIER ""MARGUERITE DE LORRAINE""-MORTAGNE";9.0;R;DE LONGNY;;BP 33;293.0;61;ORNE;61400 MORTAGNE AU PERCHE;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;MORTAGNE AU PERCHE
610000085;610780132;HOPITAL LOCAL - BELLEME;HOPITAL LOCAL - BELLEME;4.0;R;DU MANS;;BP 104;38.0;61;ORNE;61130 BELLEME;Centre hospitalier, ex Hôpital local;Hôpitaux Locaux;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;BELLEME
610000093;610780140;CENTRE HOSPITALIER - SEES;;79.0;R;DE LA REPUBLIQUE;;BP 42;464.0;61;ORNE;61500 SEES;Centre hospitalier, ex Hôpital local;Hôpitaux Locaux;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;SEES
610000101;610780157;CH - VIMOUTIERS;;2.0;R;DU DOCTEUR MARESCOT;;;508.0;61;ORNE;61120 VIMOUTIERS;Centre hospitalier, ex Hôpital local;Hôpitaux Locaux;;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;VIMOUTIERS
610000119;610780165;"CH ""JACQUES MONOD"" - FLERS";"CENTRE HOSPITALIER  ""JACQUES MONOD"" - FLERS";;R;EUGÈNE GARNIER;;BP 219;169.0;61;ORNE;61104 FLERS CEDEX;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;FLERS
610007312;140000159;HAD DU CH DE VIRE - SITE DE FLERS;;;R;EUGENE GARNIER;;;169.0;61;ORNE;61100 FLERS;Centre Hospitalier (C.H.);Centres Hospitaliers;;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;FLERS
610008815;610780165;CH JACQUES MONOD - SSR - FLERS;;99.0;R;DE MESSEI;;;169.0;61;ORNE;61100 FLERS;Centre Hospitalier (C.H.);Centres Hospitaliers;;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;FLERS
610780108;610790594;CHIC DES ANDAINES - DOMFRONT;;;R;DE LA GARE;;;145.0;61;ORNE;61700 DOMFRONT EN POIRAIE;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;DOMFRONT EN POIRAIE
610780116;610790594;CHIC DES ANDAINES - LA FERTE MACE;CENTRE HOSPITALIER LES ANDAINES;;R;SOEUR MARIE BOITIER;;BP 99;168.0;61;ORNE;61600 LA FERTE MACE;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;LA FERTE MACE
610780173;610780090;SSR-CHIRURGIE AMBULATOIRE-CH ARGENTAN;;5.0;R;SAINT MARTIN;;BP 49;6.0;61;ORNE;61202 ARGENTAN CEDEX;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;ARGENTAN
610787822;610780082;SOINS DE SUITE ET RÉADAPTATION;"SOINS DE SUITE ET RÉADAPTATION ""LES PASTELS"" -  CHIC ALENCON";8.0;R;ALFRED DE MUSSET;;;1.0;61;ORNE;61014 ALENCON CEDEX;Centre Hospitalier (C.H.);Centres Hospitaliers;;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;ALENCON
610788325;610780165;CENTRE MAUBERT (61G03) - CH FLERS;;188.0;;RUE DE DOMFRONT;;BP 219;169.0;61;ORNE;61100 FLERS;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;FLERS
610790370;610780165;HOPITAL DE JOUR (61G03) - CH FLERS;"HOPITAL DE JOUR ""ADULTES"" (61G03) - FLERS";3.0;R;GÉVELOT;;;169.0;61;ORNE;61100 FLERS;Centre Hospitalier (C.H.);Centres Hospitaliers;;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;FLERS
620000034;620100057;CH ARRAS;CENTRE HOSPITALIER D'ARRAS;57.0;AV;WINSTON CHURCHILL;;CS 90006;41.0;62;PAS DE CALAIS;62022 ARRAS CEDEX;Centre Hospitalier (C.H.);Centres Hospitaliers;;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;ARRAS
620000059;620100073;CH BAPAUME;CENTRE HOSPITALIER DE BAPAUME;55.0;R;DE LA REPUBLIQUE;;;80.0;62;PAS DE CALAIS;62453 BAPAUME CEDEX;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;BAPAUME
620000067;620100081;CENTRE HOSPITALIER DU TERNOIS;CENTRE HOSPITALIER DU TERNOIS;;R;D'HESDIN;;BP 90079;367.0;62;PAS DE CALAIS;62130 GAUCHIN VERLOINGT;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;GAUCHIN VERLOINGT
620000117;620100461;CH D'HESDIN;CENTRE HOSPITALIER D'HESDIN;;CHE;CD 136 LE GRAND TOUR;;BP 89;549.0;62;PAS DE CALAIS;62140 MARCONNE;Centre hospitalier, ex Hôpital local;Hôpitaux Locaux;;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;MARCONNE
620000224;620100651;CH BETHUNE;CENTRE HOSPITALIER GERMON ET GAUTHIER BETHUNE BEUVRY;27.0;R;DELBECQUE;;CS 10809;119.0;62;PAS DE CALAIS;62408 BETHUNE CEDEX;Centre Hospitalier (C.H.);Centres Hospitaliers;;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;BETHUNE
620000232;590780227;CH CARVIN;CENTRE HOSPITALIER DE CARVIN;76.0;R;SALVADOR ALLENDE;;BP 67;215.0;62;PAS DE CALAIS;62220 CARVIN;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;CARVIN
620000240;620100677;CH HENIN BEAUMONT;CENTRE HOSPITALIER D'HENIN BEAUMONT;585.0;AV;DES DEPORTES;;BP 9;427.0;62;PAS DE CALAIS;62251 HENIN BEAUMONT CEDEX;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;HENIN BEAUMONT
620000257;620100685;CH LENS;CENTRE HOSPITALIER DE LENS;99.0;RTE;DE LA BASSEE;;SP 8;498.0;62;PAS DE CALAIS;62307 LENS CEDEX;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;LENS
620000299;620101295;CH AIRE SUR LA LYS;CENTRE HOSPITALIER AIRE SUR LA LYS;;;QUAI DES BATELIERS;;BP 149;14.0;62;PAS DE CALAIS;62922 AIRE SUR LA LYS CEDEX;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;AIRE SUR LA LYS
620000323;620101337;CH CALAIS;CENTRE HOSPITALIER DE CALAIS;1601.0;BD;DES JUSTES;;BP 339;193.0;62;PAS DE CALAIS;62107 CALAIS CEDEX;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;CALAIS
620000349;620101360;CH REGION DE ST OMER;CENTRE HOSPITALIER DE LA REGION DE SAINT-OMER;;RTE;DE BLENDECQUES;;BP 60357 HELFAUT;765.0;62;PAS DE CALAIS;62505 ST OMER CEDEX;Centre Hospitalier (C.H.);Centres Hospitaliers;;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;ST OMER
620000653;620103440;CH BOULOGNE-SUR-MER;CENTRE HOSPITALIER DUCHENNE DE BOULOGNE SUR MER;;R;JACQUES MONOD;;BP 609;160.0;62;PAS DE CALAIS;62321 BOULOGNE SUR MER CEDEX;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;BOULOGNE SUR MER
620003202;620103432;CH ARRONDISSEMENT DE MONTREUIL;CENTRE HOSPITALIER DE L'ARRONDISSEMENT DE MONTREUIL;140.0;CHE;DEPARTEMENTAL 191;;CS 70008;688.0;62;PAS DE CALAIS;62180 RANG DU FLIERS;Centre Hospitalier (C.H.);Centres Hospitaliers;;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;RANG DU FLIERS
620003467;620100651;SERVICE DE SOINS PALLIATIFS;SERVICE DE SOINS PALLIATIFS CH BETHUNE BEUVRY;7.0;R;T ET FLORENT CAUDRON;;;178.0;62;PAS DE CALAIS;62700 BRUAY LA BUISSIERE;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;BRUAY LA BUISSIERE
620003475;620100685;CTRE TRAITEMENT DEPENDANCES CH LENS;CENTRE DE TRAITEMENT DES DEPENDANCES CH LENS;;R;SOUVRAZ;;;498.0;62;PAS DE CALAIS;62300 LENS;Centre Hospitalier (C.H.);Centres Hospitaliers;;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;LENS
620004119;620103432;HJ PSY ADULTES ETAPLES - CHAM;HJ PSY ADULTES À ETAPLES - CH ARRONDISSEMENT DE MONTREUIL;9.0;R;ROBERT WYART;;;318.0;62;PAS DE CALAIS;62630 ETAPLES;Centre Hospitalier (C.H.);Centres Hospitaliers;;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;ETAPLES
620008029;620100685;CMP DE BULLY LES MINES;;;R;FRANCOIS BRASME;;;186.0;62;PAS DE CALAIS;62160 BULLY LES MINES;Centre Hospitalier (C.H.);Centres Hospitaliers;;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;BULLY LES MINES
620008128;620103440;HOPITAL DE JOUR CH BOULOGNE;HOPITAL DE JOUR PSYCHIATRIQUE CH BOULOGNE;87.0;R;DE LA PAIX;;;160.0;62;PAS DE CALAIS;62200 BOULOGNE SUR MER;Centre Hospitalier (C.H.);Centres Hospitaliers;;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;BOULOGNE SUR MER
620019372;620101360;USMP DE LONGUENESSE;UNITE DE SOINS EN MILIEU PENITENTIAIRE - SERVICE MEDICAL;;CHE;PLATEAU DES BRUYERES;;;525.0;62;PAS DE CALAIS;62219 LONGUENESSE;Centre Hospitalier (C.H.);Centres Hospitaliers;;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;LONGUENESSE
620024398;620103432;HOPITAL DE JOUR FRUGES - CHAM;HOPITAL DE JOUR DE FRUGES - CHAM;15.0;AV;FRANCOIS MITTERAND;;;364.0;62;PAS DE CALAIS;62310 FRUGES;Centre Hospitalier (C.H.);Centres Hospitaliers;;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;FRUGES
620025080;620100677;HJ PSY ESCALE CH HENIN BEAUMONT;;258.0;R;VICTOR HUGO;;CEDEX;427.0;62;PAS DE CALAIS;62110 HENIN BEAUMONT;Centre Hospitalier (C.H.);Centres Hospitaliers;;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;HENIN BEAUMONT
